id,ivr_test_index,annotator,word_index,word,start_s,end_s
ivr-hi-0020,20,ann1,13,उपाय,5.103,5.533
ivr-hi-0020,20,ann1,14,हैं,5.533,5.813
ivr-hi-0020,20,ann2,0,कब्ज,0.028,0.368
ivr-hi-0020,20,ann2,1,को,0.37,0.55
ivr-hi-0020,20,ann2,2,दूर,0.545,0.895
ivr-hi-0020,20,ann2,3,करने,0.887,1.257
ivr-hi-0020,20,ann2,4,के,1.253,1.393
ivr-hi-0020,20,ann2,5,लिए,1.387,1.767
ivr-hi-0020,20,ann2,6,मेरे,2.095,2.375
ivr-hi-0020,20,ann2,7,गाँव,2.374,2.744
ivr-hi-0020,20,ann2,8,में,2.745,3.045
ivr-hi-0020,20,ann2,9,यहाँ,3.042,3.442
ivr-hi-0020,20,ann2,10,प्रचलित,3.442,4.282
ivr-hi-0020,20,ann2,11,कुछ,4.278,4.578
ivr-hi-0020,20,ann2,12,घरेलु,4.58,5.08
ivr-hi-0020,20,ann2,13,उपाय,5.074,5.534
ivr-hi-0020,20,ann2,14,हैं,5.533,5.863
ivr-hi-0021,21,ann1,0,हमारे,0.0,0.5
ivr-hi-0021,21,ann1,1,गाँव,0.495,0.775
ivr-hi-0021,21,ann1,2,में,0.783,1.153
ivr-hi-0021,21,ann1,3,प्रमुख,1.348,1.748
ivr-hi-0021,21,ann1,4,व्यवसाय,1.747,2.547
ivr-hi-0021,21,ann1,5,देखा,2.545,3.085
ivr-hi-0021,21,ann1,6,जाए,3.078,3.448
ivr-hi-0021,21,ann1,7,तो,3.441,3.841
ivr-hi-0021,21,ann1,8,एक,4.578,5.138
ivr-hi-0021,21,ann1,9,क्रषी,5.249,5.779
ivr-hi-0021,21,ann1,10,है,5.782,6.102
ivr-hi-0021,21,ann2,0,हमारे,0.0,0.5
ivr-hi-0021,21,ann2,1,गाँव,0.501,0.791
ivr-hi-0021,21,ann2,2,में,0.785,1.135
ivr-hi-0021,21,ann2,3,प्रमुख,1.36,1.74
ivr-hi-0021,21,ann2,4,व्यवसाय,1.741,2.451
ivr-hi-0021,21,ann2,5,देखा,2.64,3.08
ivr-hi-0021,21,ann2,6,जाए,3.078,3.438
ivr-hi-0021,21,ann2,7,तो,3.435,3.835
ivr-hi-0021,21,ann2,8,एक,4.518,5.188
ivr-hi-0021,21,ann2,9,क्रषी,5.183,5.763
ivr-hi-0021,21,ann2,10,है,5.764,6.104
ivr-hi-0022,22,ann1,0,जी,0.082,0.312
ivr-hi-0022,22,ann1,1,सर,0.31,0.64
ivr-hi-0022,22,ann1,2,मेरा,1.931,2.181
ivr-hi-0022,22,ann1,3,ऐड्रेस,2.176,2.706
ivr-hi-0022,22,ann1,4,है,2.706,3.046
ivr-hi-0022,22,ann1,5,सी,3.969,4.239
ivr-hi-0022,22,ann1,6,टू,4.241,4.431
ivr-hi-0022,22,ann1,7,बी,4.426,4.626
ivr-hi-0022,22,ann1,8,नेताजी,4.625,5.155
ivr-hi-0022,22,ann1,9,हील्स,5.154,5.644
ivr-hi-0022,22,ann1,10,सोसायटी,5.929,6.619
ivr-hi-0023,23,ann1,0,इसकी,1.192,1.562
ivr-hi-0023,23,ann1,1,संस्था,1.77,2.3
ivr-hi-0023,23,ann1,2,है,2.308,2.528
ivr-hi-0023,23,ann1,3,और,2.973,3.103
ivr-hi-0023,23,ann1,4,अच्छे,3.145,3.405
ivr-hi-0023,23,ann1,5,से,3.407,3.577
ivr-hi-0023,23,ann1,6,लोग,3.677,4.046
ivr-hi-0023,23,ann1,7,विद्या,5.173,5.576
ivr-hi-0023,23,ann1,8,अध्यन,5.701,6.211
ivr-hi-0023,23,ann1,9,कर,6.225,6.475
ivr-hi-0023,23,ann1,10,करते,6.719,7.079
ivr-hi-0023,23,ann1,11,हैं,7.092,7.392
ivr-hi-0023,23,ann2,0,इसकी,1.16,1.76
ivr-hi-0023,23,ann2,1,संस्था,1.762,2.312
ivr-hi-0023,23,ann2,2,है,2.316,2.566
ivr-hi-0023,23,ann2,3,और,2.966,3.156
ivr-hi-0023,23,ann2,4,अच्छे,3.153,3.453
ivr-hi-0023,23,ann2,5,से,3.452,3.652
ivr-hi-0023,23,ann2,6,लोग,3.653,4.043
ivr-hi-0023,23,ann2,7,विद्या,5.148,5.868
ivr-hi-0023,23,ann2,8,अध्यन,5.858,6.278
ivr-hi-0023,23,ann2,9,कर,6.294,6.754
ivr-hi-0023,23,ann2,10,करते,6.763,7.163
ivr-hi-0023,23,ann2,11,हैं,7.151,7.451
ivr-hi-0024,24,ann1,0,जी,0.006,0.336
ivr-hi-0024,24,ann1,1,हमारे,0.339,0.819
ivr-hi-0024,24,ann1,2,यहाँ,0.816,1.136
ivr-hi-0024,24,ann1,3,पे,1.134,1.434
ivr-hi-0024,24,ann1,4,केन्सर,1.429,1.999
ivr-hi-0024,24,ann1,5,जैसे,1.997,2.467
ivr-hi-0024,24,ann1,6,और,2.459,2.749
ivr-hi-0024,24,ann1,7,हर्दय,2.746,3.126
ivr-hi-0024,24,ann1,8,जैसे,3.125,3.605
ivr-hi-0024,24,ann1,9,रोग,4.078,4.428
ivr-hi-0024,24,ann1,10,की,4.427,4.677
ivr-hi-0024,24,ann1,11,गंभीर,4.676,5.226
ivr-hi-0024,24,ann1,12,बिमारीयाँ,5.191,5.831
ivr-hi-0024,24,ann1,13,का,5.819,6.069
ivr-hi-0024,24,ann1,14,इलाज,6.062,6.452
ivr-hi-0024,24,ann1,15,की,6.455,6.605
ivr-hi-0024,24,ann1,16,सुविधा,6.599,7.179
ivr-hi-0024,24,ann1,17,है,7.182,7.592
ivr-hi-0024,24,ann2,0,जी,0.006,0.256
ivr-hi-0024,24,ann2,1,हमारे,0.458,0.848
ivr-hi-0024,24,ann2,2,यहाँ,0.854,1.144
ivr-hi-0024,24,ann2,3,पे,1.141,1.441
ivr-hi-0024,24,ann2,4,केन्सर,1.444,1.954
ivr-hi-0024,24,ann2,5,जैसे,1.944,2.484
ivr-hi-0024,24,ann2,6,और,2.481,2.731
ivr-hi-0024,24,ann2,7,हर्दय,2.731,3.121
ivr-hi-0024,24,ann2,8,जैसे,3.125,3.595
ivr-hi-0024,24,ann2,9,रोग,4.071,4.451
ivr-hi-0024,24,ann2,10,की,4.449,4.659
ivr-hi-0024,24,ann2,11,गंभीर,4.654,5.214
ivr-hi-0024,24,ann2,12,बिमारीयाँ,5.211,5.891
ivr-hi-0024,24,ann2,13,का,5.88,6.0
ivr-hi-0024,24,ann2,14,इलाज,6.001,6.461
ivr-hi-0024,24,ann2,15,की,6.455,6.685
ivr-hi-0024,24,ann2,16,सुविधा,6.682,7.242
ivr-hi-0024,24,ann2,17,है,7.235,7.625
ivr-hi-0025,25,ann1,0,जैसे,0.0,0.37
ivr-hi-0025,25,ann1,1,कि,0.368,0.758
ivr-hi-0025,25,ann1,2,ढोसा,2.155,2.575
ivr-hi-0025,25,ann1,3,बना,2.576,2.866
ivr-hi-0025,25,ann1,4,दिए,2.865,3.205
ivr-hi-0025,25,ann1,5,ढोकला,3.2,3.64
ivr-hi-0025,25,ann1,6,बना,3.639,3.979
ivr-hi-0025,25,ann1,7,दिए,3.975,4.485
ivr-hi-0025,25,ann1,8,तो,5.223,5.373
ivr-hi-0025,25,ann1,9,उससे,5.373,5.843
ivr-hi-0025,25,ann1,10,बच्चे,6.437,7.047
ivr-hi-0025,25,ann1,11,खा,7.038,7.298
ivr-hi-0025,25,ann1,12,कर,7.293,7.433
ivr-hi-0025,25,ann1,13,के,7.431,7.631
ivr-hi-0025,25,ann1,14,खुश,7.628,7.878
ivr-hi-0025,25,ann1,15,हो,7.871,8.001
ivr-hi-0025,25,ann1,16,जाते,7.998,8.418
ivr-hi-0025,25,ann1,17,हैं,8.414,8.754
ivr-hi-0025,25,ann1,18,तो,9.466,9.766
ivr-hi-0025,25,ann1,19,अपने,10.194,10.464
ivr-hi-0025,25,ann1,20,को,10.46,10.64
ivr-hi-0025,25,ann1,21,खुशी,10.645,11.045
ivr-hi-0025,25,ann1,22,होती,11.05,11.44
ivr-hi-0025,25,ann1,23,है,11.431,11.681
ivr-hi-0026,26,ann1,0,कभी,0.0,0.74
ivr-hi-0026,26,ann1,1,इडली,2.854,3.604
ivr-hi-0026,26,ann1,2,सांभर,3.915,4.655
ivr-hi-0026,26,ann1,3,ऐसा,5.924,6.174
ivr-hi-0026,26,ann1,4,बना,6.178,6.458
ivr-hi-0026,26,ann1,5,लेती,6.461,6.831
ivr-hi-0026,26,ann1,6,हूँ,6.815,7.175
ivr-hi-0026,26,ann1,7,और,7.565,8.175
ivr-hi-0026,26,ann1,8,रात,9.361,9.751
ivr-hi-0026,26,ann1,9,में,9.743,10.253
ivr-hi-0026,26,ann1,10,खाने,10.869,11.269
ivr-hi-0026,26,ann1,11,में,11.271,11.751
ivr-hi-0026,26,ann1,12,दाल,11.752,12.162
ivr-hi-0026,26,ann1,13,चावल,12.162,12.792
ivr-hi-0026,26,ann1,14,खिचड़ी,13.407,14.267
ivr-hi-0028,28,ann1,0,भारत,0.0,0.39
ivr-hi-0028,28,ann1,1,एक,0.389,1.029
ivr-hi-0028,28,ann1,2,विकाससील,1.521,2.161
ivr-hi-0028,28,ann1,3,देस,2.158,2.448
ivr-hi-0028,28,ann1,4,है,2.448,2.838
ivr-hi-0028,28,ann2,0,भारत,0.0,0.39
ivr-hi-0028,28,ann2,1,एक,0.391,1.081
ivr-hi-0028,28,ann2,2,विकाससील,1.538,2.168
ivr-hi-0028,28,ann2,3,देस,2.166,2.486
ivr-hi-0028,28,ann2,4,है,2.482,2.772
ivr-hi-0029,29,ann1,0,चीन,0.0,0.62
ivr-hi-0029,29,ann1,1,नेपाल,1.68,2.54
ivr-hi-0029,29,ann2,0,चीन,0.026,0.666
ivr-hi-0029,29,ann2,1,नेपाल,1.674,2.654
ivr-hi-0030,30,ann1,0,पाकिस्तान,0.003,1.133
ivr-hi-0030,30,ann1,1,अफगानिस्तान,2.167,3.657
ivr-hi-0030,30,ann2,0,पाकिस्तान,0.0,1.12
ivr-hi-0030,30,ann2,1,अफगानिस्तान,2.154,3.684
ivr-hi-0031,31,ann1,0,इस्लामाबाद,0.041,1.351
ivr-hi-0031,31,ann1,1,कराची,2.304,3.265
ivr-hi-0031,31,ann1,2,काठमांडू,4.079,5.059
ivr-hi-0034,34,ann1,0,वर्तमान,0.0,0.51
ivr-hi-0034,34,ann1,1,समय,0.509,0.799
ivr-hi-0034,34,ann1,2,में,0.795,1.145
ivr-hi-0034,34,ann1,3,नदियाँ,1.524,1.954
ivr-hi-0034,34,ann1,4,पूर्ण,1.953,2.333
ivr-hi-0034,34,ann1,5,तरह,2.335,2.545
ivr-hi-0034,34,ann1,6,सूख,2.539,2.859
ivr-hi-0034,34,ann1,7,रही,2.859,3.119
ivr-hi-0034,34,ann1,8,हैं,3.118,3.398
ivr-hi-0034,34,ann1,9,जंगलों,4.269,5.049
ivr-hi-0034,34,ann1,10,को,5.052,5.172
ivr-hi-0034,34,ann1,11,पूरी,5.168,5.448
ivr-hi-0034,34,ann1,12,तरह,5.447,5.597
ivr-hi-0034,34,ann1,13,से,5.59,5.75
ivr-hi-0034,34,ann1,14,काटा,5.753,5.983
ivr-hi-0034,34,ann1,15,जा,5.978,6.298
ivr-hi-0034,34,ann1,16,रहा,6.298,6.558
ivr-hi-0034,34,ann1,17,है,6.55,6.88
ivr-hi-0035,35,ann1,0,आज,0.009,0.539
ivr-hi-0035,35,ann1,1,महिलाएँ,0.541,1.091
ivr-hi-0035,35,ann1,2,हर,1.084,1.334
ivr-hi-0035,35,ann1,3,सहकारी,1.339,1.989
ivr-hi-0035,35,ann1,4,दफ्तर,2.137,2.787
ivr-hi-0035,35,ann1,5,सरकारी,2.78,3.29
ivr-hi-0035,35,ann1,6,छेत्र,3.289,3.719
ivr-hi-0035,35,ann1,7,में,3.722,4.262
ivr-hi-0035,35,ann1,8,आपको,4.254,4.624
ivr-hi-0035,35,ann1,9,महिलाएँ,4.619,5.129
ivr-hi-0035,35,ann1,10,मिल,5.118,5.348
ivr-hi-0035,35,ann1,11,जाएगी,5.34,5.85
ivr-hi-0035,35,ann1,12,लेकिन,6.248,6.898
ivr-hi-0035,35,ann1,13,पहले,6.891,7.431
ivr-hi-0035,35,ann1,14,ऐसा,7.423,7.673
ivr-hi-0035,35,ann1,15,नहीं,7.667,7.917
ivr-hi-0035,35,ann1,16,था,7.911,8.101
ivr-hi-0035,35,ann1,17,पहले,8.099,8.469
ivr-hi-0035,35,ann1,18,किसी,8.465,8.735
ivr-hi-0035,35,ann1,19,भी,8.731,9.011
ivr-hi-0035,35,ann1,20,सरकारी,9.008,9.448
ivr-hi-0035,35,ann1,21,दप्तर,9.451,9.801
ivr-hi-0035,35,ann1,22,में,9.806,10.026
ivr-hi-0035,35,ann1,23,महिलाओं,10.028,10.528
ivr-hi-0035,35,ann1,24,का,10.515,10.855
ivr-hi-0037,37,ann1,0,एक,0.082,0.532
ivr-hi-0037,37,ann1,1,जनवरी,0.525,1.265
ivr-hi-0037,37,ann1,2,दो,1.259,1.589
ivr-hi-0037,37,ann1,3,हजार,1.6,2.17
ivr-hi-0037,37,ann1,4,बाईस,2.163,2.923
ivr-hi-0037,37,ann1,5,दस,3.375,3.745
ivr-hi-0037,37,ann1,6,सितम्बर,3.75,4.56
ivr-hi-0037,37,ann1,7,दो,4.552,4.882
ivr-hi-0037,37,ann1,8,हजार,4.859,5.509
ivr-hi-0037,37,ann1,9,बीस,5.507,6.137
ivr-hi-0037,37,ann1,10,एक,6.633,7.053
ivr-hi-0037,37,ann1,11,अक्टूबर,7.043,7.903
ivr-hi-0037,37,ann1,12,दो,7.896,8.226
ivr-hi-0037,37,ann1,13,हजार,8.203,8.913
ivr-hi-0037,37,ann1,14,इक्कीस,8.902,9.942
ivr-hi-0037,37,ann1,15,बारह,10.745,11.255
ivr-hi-0037,37,ann1,16,सितम्बर,11.257,12.047
ivr-hi-0037,37,ann1,17,दो,12.041,12.331
ivr-hi-0037,37,ann1,18,हजार,12.314,12.934
ivr-hi-0037,37,ann1,19,बाईस,12.929,13.909
ivr-hi-0037,37,ann1,20,एक,14.549,14.909
ivr-hi-0037,37,ann1,21,नवम्बर,14.891,15.721
ivr-hi-0037,37,ann1,22,दो,15.709,16.019
ivr-hi-0037,37,ann1,23,हजार,16.017,16.667
ivr-hi-0037,37,ann1,24,बीस,16.665,17.175
ivr-hi-0037,37,ann2,0,एक,0.112,0.422
ivr-hi-0037,37,ann2,1,जनवरी,0.475,1.155
ivr-hi-0037,37,ann2,2,दो,1.337,1.567
ivr-hi-0037,37,ann2,3,हजार,1.62,2.1
ivr-hi-0037,37,ann2,4,बाईस,2.151,2.911
ivr-hi-0037,37,ann2,5,दस,3.312,3.662
ivr-hi-0037,37,ann2,6,सितम्बर,3.749,4.449
ivr-hi-0037,37,ann2,7,दो,4.565,4.965
ivr-hi-0037,37,ann2,8,हजार,5.007,5.497
ivr-hi-0037,37,ann2,9,बीस,5.571,6.121
ivr-hi-0037,37,ann2,10,एक,6.623,6.893
ivr-hi-0037,37,ann2,11,अक्टूबर,7.018,7.758
ivr-hi-0037,37,ann2,12,दो,7.889,8.229
ivr-hi-0037,37,ann2,13,हजार,8.274,8.874
ivr-hi-0037,37,ann2,14,इक्कीस,8.941,9.971
ivr-hi-0037,37,ann2,15,बारह,10.812,11.282
ivr-hi-0037,37,ann2,16,सितम्बर,11.338,11.958
ivr-hi-0037,37,ann2,17,दो,12.026,12.296
ivr-hi-0037,37,ann2,18,हजार,12.339,12.869
ivr-hi-0037,37,ann2,19,बाईस,12.896,13.886
ivr-hi-0037,37,ann2,20,एक,14.568,14.878
ivr-hi-0037,37,ann2,21,नवम्बर,14.931,15.651
ivr-hi-0037,37,ann2,22,दो,15.673,15.993
ivr-hi-0037,37,ann2,23,हजार,16.042,16.532
ivr-hi-0037,37,ann2,24,बीस,16.573,17.033
ivr-hi-0039,39,ann1,0,एक,0.042,0.262
ivr-hi-0039,39,ann1,1,सो,0.261,0.601
ivr-hi-0039,39,ann1,2,एक,0.601,0.881
ivr-hi-0040,40,ann1,0,हाँ,0.01,0.158
ivr-hi-0040,40,ann1,1,हाँ,0.157,0.287
ivr-hi-0040,40,ann1,2,और,0.288,0.578
ivr-hi-0040,40,ann1,3,हाँ,0.576,0.746
ivr-hi-0040,40,ann1,4,साथ,0.747,1.047
ivr-hi-0040,40,ann1,5,में,1.045,1.165
ivr-hi-0040,40,ann1,6,हलवा,1.166,1.486
ivr-hi-0040,40,ann1,7,बी,1.485,1.695
ivr-hi-0040,40,ann1,8,था,1.693,2.063
ivr-hi-0040,40,ann1,9,और,2.062,2.292
ivr-hi-0040,40,ann1,10,आइसक्रीम,2.298,2.788
ivr-hi-0040,40,ann1,11,थी,2.788,3.118
ivr-hi-0040,40,ann2,0,हाँ,0.002,0.202
ivr-hi-0040,40,ann2,1,हाँ,0.204,0.374
ivr-hi-0040,40,ann2,2,और,0.372,0.562
ivr-hi-0040,40,ann2,3,हाँ,0.561,0.751
ivr-hi-0040,40,ann2,4,साथ,0.759,1.069
ivr-hi-0040,40,ann2,5,में,1.069,1.169
ivr-hi-0040,40,ann2,6,हलवा,1.171,1.511
ivr-hi-0040,40,ann2,7,बी,1.51,1.72
ivr-hi-0040,40,ann2,8,था,1.721,1.981
ivr-hi-0040,40,ann2,9,और,2.06,2.3
ivr-hi-0040,40,ann2,10,आइसक्रीम,2.298,2.848
ivr-hi-0040,40,ann2,11,थी,2.85,3.1
ivr-hi-0041,41,ann1,0,मंदसौर,0.004,0.804
ivr-hi-0041,41,ann1,1,भड़वानी,1.145,1.905
ivr-hi-0041,41,ann1,2,बैतूल,2.318,3.008
ivr-hi-0041,41,ann1,3,छिंदवाड़ा,3.561,4.351
ivr-hi-0041,41,ann1,4,सागर,4.808,5.348
ivr-hi-0041,41,ann2,0,मंदसौर,0.041,0.851
ivr-hi-0041,41,ann2,1,भड़वानी,1.13,1.94
ivr-hi-0041,41,ann2,2,बैतूल,2.281,3.061
ivr-hi-0041,41,ann2,3,छिंदवाड़ा,3.55,4.39
ivr-hi-0041,41,ann2,4,सागर,4.771,5.361
ivr-hi-0042,42,ann1,0,पूड़ी,0.0,0.25
ivr-hi-0042,42,ann1,1,को,0.268,0.458
ivr-hi-0042,42,ann1,2,आटे,0.479,0.829
ivr-hi-0042,42,ann1,3,के,0.851,0.971
ivr-hi-0042,42,ann1,4,द्वारा,0.993,1.243
ivr-hi-0042,42,ann1,5,बनाया,1.262,1.592
ivr-hi-0042,42,ann1,6,जाता,1.612,1.932
ivr-hi-0042,42,ann1,7,है,1.95,2.13
ivr-hi-0042,42,ann1,8,छोलों,2.723,3.133
ivr-hi-0042,42,ann1,9,को,3.155,3.255
ivr-hi-0042,42,ann1,10,मसाले,3.272,3.742
ivr-hi-0042,42,ann1,11,के,3.765,3.915
ivr-hi-0042,42,ann1,12,द्वारा,3.938,4.208
ivr-hi-0042,42,ann1,13,बनाया,4.231,4.531
ivr-hi-0042,42,ann1,14,जाता,4.556,4.863
ivr-hi-0042,42,ann1,15,है,4.884,5.074
ivr-hi-0042,42,ann1,16,और,5.087,5.337
ivr-hi-0042,42,ann1,17,पनीर,5.335,5.665
ivr-hi-0042,42,ann1,18,की,5.666,5.806
ivr-hi-0042,42,ann1,19,सब्ज़ी,5.8,6.2
ivr-hi-0042,42,ann1,20,में,6.202,6.472
ivr-hi-0042,42,ann1,21,बहोत,6.491,6.751
ivr-hi-0042,42,ann1,22,सारा,6.759,7.069
ivr-hi-0042,42,ann1,23,मसाला,7.08,7.75
ivr-hi-0042,42,ann1,24,मसालों,8.247,8.637
ivr-hi-0042,42,ann1,25,का,8.639,8.799
ivr-hi-0042,42,ann1,26,उपयोग,8.794,9.154
ivr-hi-0042,42,ann1,27,किया,9.155,9.335
ivr-hi-0042,42,ann1,28,जाता,9.359,9.699
ivr-hi-0042,42,ann1,29,है,9.726,9.906
ivr-hi-0042,42,ann1,30,उस,9.926,10.034
ivr-hi-0042,42,ann1,31,में,10.054,10.324
ivr-hi-0043,43,ann1,0,किसी,0.013,0.373
ivr-hi-0043,43,ann1,1,चीस,0.365,0.675
ivr-hi-0043,43,ann1,2,को,0.67,0.93
ivr-hi-0043,43,ann1,3,इकट्ठा,1.038,1.588
ivr-hi-0043,43,ann1,4,करना,1.583,2.123
ivr-hi-0043,43,ann1,5,और,2.833,3.243
ivr-hi-0043,43,ann1,6,उसे,3.683,4.023
ivr-hi-0043,43,ann1,7,संभालकर,4.003,4.723
ivr-hi-0043,43,ann1,8,रखने,4.724,5.154
ivr-hi-0043,43,ann1,9,का,5.141,5.351
ivr-hi-0043,43,ann1,10,सैक्षिक,5.333,5.773
ivr-hi-0043,43,ann1,11,मूल्य,5.766,6.156
ivr-hi-0043,43,ann1,12,यह,6.151,6.421
ivr-hi-0043,43,ann1,13,है,6.423,6.573
ivr-hi-0043,43,ann1,14,कि,6.567,6.737
ivr-hi-0043,43,ann1,15,हमें,6.743,7.053
ivr-hi-0043,43,ann1,16,जीवन,7.064,7.574
ivr-hi-0043,43,ann1,17,में,7.577,7.657
ivr-hi-0043,43,ann1,18,भी,7.657,7.877
ivr-hi-0043,43,ann1,19,इसी,7.865,8.165
ivr-hi-0043,43,ann1,20,तरह,8.154,8.464
ivr-hi-0043,43,ann1,21,से,8.458,8.698
ivr-hi-0043,43,ann1,22,कार्य,8.715,9.065
ivr-hi-0043,43,ann1,23,करना,9.051,9.421
ivr-hi-0043,43,ann1,24,चाहिए,9.42,9.95
ivr-hi-0043,43,ann1,25,अपनी,10.285,10.655
ivr-hi-0043,43,ann1,26,चीजों,10.654,11.094
ivr-hi-0043,43,ann1,27,को,11.086,11.346
ivr-hi-0043,43,ann1,28,इकट्ठा,11.343,11.973
ivr-hi-0043,43,ann1,29,करते,11.968,12.338
ivr-hi-0043,43,ann1,30,हुए,12.336,12.536
ivr-hi-0043,43,ann1,31,अपने,12.529,12.969
ivr-hi-0043,43,ann1,32,विचारों,13.282,13.762
ivr-hi-0043,43,ann1,33,को,13.747,13.927
ivr-hi-0043,43,ann1,34,इकट्ठा,13.923,14.453
ivr-hi-0043,43,ann1,35,करते,14.436,14.886
ivr-hi-0043,43,ann1,36,हुए,14.884,15.254
ivr-hi-0043,43,ann1,37,उनको,15.734,16.184
ivr-hi-0043,43,ann2,0,किसी,0.025,0.365
ivr-hi-0043,43,ann2,1,चीस,0.349,0.659
ivr-hi-0043,43,ann2,2,को,0.654,0.934
ivr-hi-0043,43,ann2,3,इकट्ठा,0.926,1.596
ivr-hi-0043,43,ann2,4,करना,1.599,2.179
ivr-hi-0043,43,ann2,5,और,2.817,3.287
ivr-hi-0043,43,ann2,6,उसे,3.715,3.995
ivr-hi-0043,43,ann2,7,संभालकर,3.971,4.681
ivr-hi-0043,43,ann2,8,रखने,4.692,5.132
ivr-hi-0043,43,ann2,9,का,5.113,5.343
ivr-hi-0043,43,ann2,10,सैक्षिक,5.333,5.763
ivr-hi-0043,43,ann2,11,मूल्य,5.778,6.168
ivr-hi-0043,43,ann2,12,यह,6.167,6.417
ivr-hi-0043,43,ann2,13,है,6.423,6.563
ivr-hi-0043,43,ann2,14,कि,6.567,6.697
ivr-hi-0043,43,ann2,15,हमें,6.727,7.087
ivr-hi-0043,43,ann2,16,जीवन,7.096,7.526
ivr-hi-0043,43,ann2,17,में,7.529,7.659
ivr-hi-0043,43,ann2,18,भी,7.641,7.881
ivr-hi-0043,43,ann2,19,इसी,7.881,8.171
ivr-hi-0043,43,ann2,20,तरह,8.154,8.454
ivr-hi-0043,43,ann2,21,से,8.458,8.688
ivr-hi-0043,43,ann2,22,कार्य,8.683,9.043
ivr-hi-0043,43,ann2,23,करना,9.035,9.405
ivr-hi-0043,43,ann2,24,चाहिए,9.404,9.884
ivr-hi-0043,43,ann2,25,अपनी,10.269,10.629
ivr-hi-0043,43,ann2,26,चीजों,10.638,11.088
ivr-hi-0043,43,ann2,27,को,11.086,11.376
ivr-hi-0043,43,ann2,28,इकट्ठा,11.391,11.971
ivr-hi-0043,43,ann2,29,करते,11.956,12.266
ivr-hi-0043,43,ann2,30,हुए,12.256,12.496
ivr-hi-0043,43,ann2,31,अपने,12.513,13.008
ivr-hi-0043,43,ann2,32,विचारों,13.25,13.7
ivr-hi-0043,43,ann2,33,को,13.698,13.928
ivr-hi-0043,43,ann2,34,इकट्ठा,13.961,14.441
ivr-hi-0043,43,ann2,35,करते,14.468,14.818
ivr-hi-0043,43,ann2,36,हुए,14.82,15.25
ivr-hi-0043,43,ann2,37,उनको,15.702,16.182
ivr-hi-0044,44,ann1,0,खड़ा,0.012,0.262
ivr-hi-0044,44,ann1,1,हो,0.262,0.492
ivr-hi-0044,44,ann1,2,कर,0.493,0.743
ivr-hi-0044,44,ann1,3,गाना,0.742,1.132
ivr-hi-0044,44,ann2,0,खड़ा,0.026,0.236
ivr-hi-0044,44,ann2,1,हो,0.235,0.475
ivr-hi-0044,44,ann2,2,कर,0.476,0.716
ivr-hi-0044,44,ann2,3,गाना,0.716,1.156
ivr-hi-0046,46,ann1,0,मैं,0.001,0.241
ivr-hi-0046,46,ann1,1,अपने,0.24,0.73
ivr-hi-0046,46,ann1,2,बेटे,0.728,1.278
ivr-hi-0046,46,ann1,3,को,1.277,1.667
ivr-hi-0047,47,ann1,0,हाँ,0.005,0.335
ivr-hi-0047,47,ann1,1,मैं,0.335,0.635
ivr-hi-0047,47,ann1,2,भारत,0.841,1.271
ivr-hi-0047,47,ann1,3,देश,1.271,1.601
ivr-hi-0047,47,ann1,4,के,1.791,1.952
ivr-hi-0047,47,ann2,0,हाँ,0.002,0.302
ivr-hi-0047,47,ann2,1,मैं,0.303,0.653
ivr-hi-0047,47,ann2,2,भारत,0.833,1.283
ivr-hi-0047,47,ann2,3,देश,1.281,1.651
ivr-hi-0047,47,ann2,4,के,1.785,1.982
ivr-hi-0048,48,ann1,0,पाँच,0.004,0.524
ivr-hi-0048,48,ann1,1,देशों,0.771,1.311
ivr-hi-0048,48,ann1,2,के,1.311,1.471
ivr-hi-0048,48,ann1,3,नाम,1.47,1.98
ivr-hi-0048,48,ann2,0,पाँच,0.004,0.554
ivr-hi-0048,48,ann2,1,देशों,0.756,1.316
ivr-hi-0048,48,ann2,2,के,1.313,1.463
ivr-hi-0048,48,ann2,3,नाम,1.465,1.955
ivr-hi-0050,50,ann1,0,सीटीयों,0.005,0.515
ivr-hi-0050,50,ann1,1,के,0.513,0.703
ivr-hi-0050,50,ann1,2,नाम,0.701,1.351
ivr-hi-0050,50,ann1,3,बोल,1.564,1.914
ivr-hi-0050,50,ann1,4,सकता,1.913,2.453
ivr-hi-0050,50,ann1,5,हूँ,2.452,2.842
ivr-hi-0050,50,ann2,0,सीटीयों,0.014,0.524
ivr-hi-0050,50,ann2,1,के,0.521,0.721
ivr-hi-0050,50,ann2,2,नाम,0.723,1.273
ivr-hi-0050,50,ann2,3,बोल,1.547,1.837
ivr-hi-0050,50,ann2,4,सकता,1.837,2.457
ivr-hi-0050,50,ann2,5,हूँ,2.455,2.845
ivr-hi-0052,52,ann1,0,मुझे,0.003,0.523
ivr-hi-0052,52,ann1,1,संगीत,0.522,1.262
ivr-hi-0052,52,ann1,2,पसंद,1.45,2.15
ivr-hi-0052,52,ann1,3,है,2.147,2.527
ivr-hi-0052,52,ann2,0,मुझे,0.003,0.513
ivr-hi-0052,52,ann2,1,संगीत,0.513,1.223
ivr-hi-0052,52,ann2,2,पसंद,1.45,2.12
ivr-hi-0052,52,ann2,3,है,2.119,2.549
ivr-hi-0054,54,ann1,0,हाँ,0.032,0.293
ivr-hi-0054,54,ann1,1,जी,0.294,0.594
ivr-hi-0054,54,ann1,2,मेरी,1.437,1.928
